date,Uriah,Veylan,Sofi,Neve,Riella,Dash,Dario,Eleanor,Bodhi,Mary,Erin
09-00-05,53,60,66,58,0,63,56,47,63,55,0
09-00-15,54,60,66,58,0,63,56,48,63,55,0
09-00-25,53,60,0,58,0,63,57,47,63,54,0
09-00-35,53,60,67,58,0,63,56,47,63,54,0
09-00-45,53,60,67,58,0,64,56,47,64,56,0
09-00-55,53,60,67,58,0,64,56,47,63,55,0
09-01-05,52,60,67,58,0,63,55,47,63,55,0
09-01-15,52,60,66,58,0,64,57,48,63,54,0
09-01-25,52,60,66,58,0,63,56,47,63,55,0
09-01-35,53,60,66,58,0,64,55,48,63,55,0
09-01-45,53,60,67,58,0,64,55,45,63,54,0
09-01-55,52,60,66,58,0,64,57,46,64,55,0
09-02-05,53,60,67,58,0,64,57,49,63,55,0
09-02-15,52,60,66,58,0,64,56,48,63,55,0
09-02-25,52,60,66,58,0,64,56,48,63,56,0
09-02-35,52,60,67,58,0,64,56,48,63,55,0
09-02-45,52,60,67,59,0,64,57,49,63,55,0
09-02-55,53,60,67,58,0,63,56,49,63,56,0
09-03-05,52,60,66,58,0,64,56,48,64,55,0
09-03-15,53,60,67,58,0,64,57,47,63,55,0
09-03-25,53,60,66,58,0,64,56,47,63,55,0
09-03-35,53,60,67,58,0,63,56,48,63,55,0
09-03-45,53,60,66,58,0,63,56,49,63,55,0
09-03-55,52,60,67,58,0,64,56,47,63,55,0
09-04-05,52,60,67,58,0,64,56,49,63,55,0
09-04-15,53,60,67,58,0,64,56,48,63,55,0
09-04-25,52,60,66,58,0,64,56,47,63,56,0
09-04-35,52,60,66,58,0,64,56,49,63,54,0
09-04-45,53,60,67,58,0,64,57,48,63,55,0
09-04-55,52,60,67,58,0,64,55,47,63,55,0
09-05-05,52,60,67,58,0,64,57,48,63,54,0
09-05-15,53,60,67,58,0,64,57,49,63,54,0
09-05-25,52,60,67,58,0,63,55,48,63,55,0
09-05-35,52,60,67,58,0,64,56,47,63,56,0
09-05-45,53,60,66,58,0,64,57,48,63,55,0
09-05-55,52,60,67,58,0,64,56,46,63,55,0
09-06-05,52,60,67,58,0,64,56,47,63,55,0
09-06-15,53,60,67,58,0,64,56,48,63,55,0
09-06-25,53,60,67,58,0,64,55,47,63,54,0
09-06-35,53,60,66,58,0,64,57,47,63,56,0
09-06-45,53,60,67,58,0,63,55,49,63,55,0
09-06-55,52,60,67,58,0,64,56,49,63,55,0
09-07-05,52,60,66,58,0,64,57,48,63,55,0
09-07-15,53,60,67,58,0,64,56,47,63,55,0
09-07-25,52,60,66,58,0,63,56,49,63,55,0
09-07-35,52,60,67,58,0,64,56,46,63,55,0
09-07-45,52,60,67,58,0,64,55,47,63,56,0
09-07-55,52,60,66,58,0,64,57,47,63,55,0
09-08-05,52,60,67,58,0,64,55,47,63,55,0
09-08-15,52,60,66,58,0,64,55,48,64,55,0
09-08-25,52,60,67,58,0,63,54,49,63,55,0
09-08-35,53,60,66,58,0,64,57,47,63,54,0
09-08-45,52,60,66,58,0,64,57,46,63,55,0
09-08-55,52,60,67,58,0,63,56,45,63,55,0
09-09-05,52,60,66,58,0,64,55,47,63,55,0
09-09-15,52,60,66,58,0,64,56,48,63,55,0
09-09-25,52,59,66,58,0,64,55,49,63,55,0
09-09-35,53,60,66,58,0,64,57,48,63,55,0
09-09-45,52,60,66,58,0,64,56,49,63,54,0
09-09-55,53,60,67,58,0,64,56,49,63,55,0
09-10-05,52,60,67,58,0,64,57,48,63,54,0
09-10-15,52,60,66,58,0,64,56,48,63,55,0
09-10-25,53,60,67,58,0,64,57,49,63,54,0
09-10-35,52,60,66,58,0,64,57,47,63,54,0
09-10-45,52,60,67,58,0,64,57,47,63,55,0
09-10-55,52,60,66,58,0,64,56,49,63,55,0
09-11-05,52,60,66,58,0,64,56,46,63,55,0
09-11-15,53,60,66,58,0,64,56,48,64,55,0
09-11-25,53,60,67,58,0,64,56,48,63,55,0
09-11-35,52,60,67,58,0,64,56,49,63,55,0
09-11-45,53,60,67,58,0,64,56,49,63,55,0
09-11-55,52,60,66,58,0,64,57,47,63,54,0
09-12-05,53,60,67,58,0,63,56,47,63,55,0
09-12-15,52,60,66,58,0,64,55,48,64,55,0
09-12-25,52,60,67,58,0,64,56,47,63,56,0
09-12-35,52,60,66,59,0,64,56,48,63,55,0
09-12-45,52,60,66,58,0,64,57,48,63,54,0
09-12-55,52,60,67,58,0,64,55,48,63,55,0
09-13-05,52,60,66,58,0,64,56,47,63,54,0
09-13-15,52,60,66,58,0,64,56,48,63,55,0
09-13-25,53,60,66,58,0,64,57,48,63,55,0
09-13-35,52,60,66,58,0,64,56,49,63,55,0
09-13-45,53,60,67,58,0,64,57,47,63,55,0
09-13-55,52,60,67,58,0,64,56,48,63,55,0
09-14-05,52,59,66,58,0,64,55,48,63,55,0
09-14-15,53,60,66,58,0,64,56,48,63,55,0
09-14-25,53,60,67,58,0,64,56,47,63,56,0
09-14-35,52,60,67,58,0,64,57,47,63,55,0
09-14-45,52,60,66,58,0,63,55,49,63,55,0
09-14-55,53,59,66,58,0,64,56,49,63,55,0
09-15-05,52,60,66,58,0,64,56,48,63,55,32
